               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  40,            0.029977,            0.010717,                   0,             0.78899,                   1,               0.945,             0.64499,            0.026073,           0.0052542,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.032576,            0.012305,                   0,             0.97737,                   1,               0.995,              0.6917,            0.023936,            0.004559,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.030465,            0.012278,                   0,             0.98188,                   1,               0.995,             0.67412,             0.02288,            0.004748,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.031742,            0.010853,                   0,             0.98275,                   1,               0.995,             0.77161,             0.02046,           0.0045579,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.029917,            0.011448,                   0,             0.98393,                   1,               0.995,             0.70917,            0.026004,           0.0049611,                   0,            0.008581,            0.008581,            0.008581
                  45,             0.02923,            0.011108,                   0,             0.98645,                   1,               0.995,             0.76115,            0.022874,           0.0048274,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.028217,            0.010707,                   0,             0.98608,                   1,               0.995,             0.68473,            0.023989,           0.0050303,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.026758,           0.0096817,                   0,             0.98718,                   1,               0.995,             0.69733,            0.023863,           0.0049229,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.029953,            0.011105,                   0,             0.98506,                   1,               0.995,             0.64464,            0.029561,           0.0053589,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.031127,            0.011071,                   0,              0.9852,                   1,               0.995,             0.71376,            0.021711,           0.0049083,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.032006,            0.011997,                   0,             0.98332,                   1,               0.995,             0.74482,            0.020954,           0.0048976,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.029064,            0.011105,                   0,             0.97878,                   1,               0.995,             0.77357,            0.020123,            0.005062,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.028623,            0.010495,                   0,             0.97579,                   1,               0.995,             0.76546,            0.019108,           0.0049914,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.029596,            0.011227,                   0,             0.96585,                   1,               0.995,             0.70999,            0.021444,           0.0046707,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.027341,             0.01085,                   0,             0.94943,                   1,               0.995,             0.83782,            0.018588,           0.0053451,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.028618,            0.010651,                   0,             0.94954,                   1,               0.995,             0.62238,            0.029484,           0.0051644,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.026179,            0.011045,                   0,                   1,             0.99958,               0.995,             0.67314,            0.027086,           0.0058307,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.027478,            0.011663,                   0,                   1,             0.99562,               0.995,             0.63715,            0.028802,           0.0052687,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.027374,            0.010274,                   0,             0.97931,                   1,               0.995,             0.59017,            0.032238,           0.0051693,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.029198,            0.010365,                   0,             0.97883,                   1,               0.995,             0.62973,            0.028545,           0.0055213,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.028078,            0.010158,                   0,             0.98306,                   1,               0.995,             0.64071,            0.031117,           0.0053985,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.028036,             0.01056,                   0,             0.98303,                   1,               0.995,             0.66189,            0.029867,           0.0056076,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.029212,           0.0096479,                   0,             0.97713,                   1,               0.995,             0.67243,            0.035477,            0.005959,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.027517,            0.012045,                   0,             0.96534,                   1,               0.995,             0.70407,            0.025842,           0.0056851,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.026493,            0.010661,                   0,             0.95657,                   1,               0.995,             0.70771,            0.026642,           0.0059257,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.026401,            0.011005,                   0,             0.97347,                   1,               0.995,             0.52225,            0.029841,           0.0066684,                   0,            0.007888,            0.007888,            0.007888
                  66,            0.029769,            0.010109,                   0,             0.96887,                   1,               0.995,             0.62403,            0.026389,           0.0058069,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.025018,           0.0095579,                   0,              0.9494,                   1,               0.995,             0.58341,            0.033213,           0.0062592,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.028601,            0.011043,                   0,             0.94924,                   1,               0.995,             0.58362,            0.031147,           0.0062814,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.027771,            0.010776,                   0,             0.95848,                   1,               0.995,             0.65941,            0.026665,           0.0060358,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.027597,            0.010069,                   0,             0.97056,                   1,               0.995,             0.67257,             0.02674,           0.0057056,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.024414,            0.010621,                   0,             0.97192,                   1,               0.995,             0.62126,            0.027742,           0.0062885,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.025216,            0.010111,                   0,             0.97246,                   1,               0.995,             0.61594,             0.02676,           0.0065363,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.028021,            0.011335,                   0,             0.96965,                   1,               0.995,             0.60723,            0.027016,           0.0067346,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.028297,            0.010699,                   0,             0.97383,                   1,               0.995,             0.56474,            0.034899,           0.0063499,                   0,            0.007591,            0.007591,            0.007591
                  75,            0.025155,            0.010373,                   0,             0.97965,                   1,               0.995,             0.51573,            0.031746,           0.0062016,                   0,            0.007558,            0.007558,            0.007558
                  76,              0.0251,            0.011012,                   0,             0.98569,                   1,               0.995,             0.68428,            0.024825,           0.0057816,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.023727,           0.0096492,                   0,             0.98589,                   1,               0.995,             0.73461,            0.026221,           0.0058959,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.024107,           0.0098915,                   0,             0.98573,                   1,               0.995,             0.66676,            0.030548,           0.0060251,                   0,            0.007459,            0.007459,            0.007459
                  79,            0.024324,           0.0088124,                   0,             0.98508,                   1,               0.995,             0.67737,            0.023229,           0.0056975,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.024334,           0.0098322,                   0,             0.98622,                   1,               0.995,             0.70981,            0.025252,           0.0060351,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.025703,              0.0106,                   0,             0.98513,                   1,               0.995,              0.7718,            0.023111,           0.0060463,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.025422,           0.0091761,                   0,             0.98643,                   1,               0.995,              0.7479,            0.022038,           0.0058859,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.026323,            0.010098,                   0,             0.98631,                   1,               0.995,             0.80378,            0.021156,            0.005929,                   0,            0.007294,            0.007294,            0.007294
                  84,             0.02455,           0.0095009,                   0,             0.98638,                   1,               0.995,             0.74217,            0.020572,           0.0057849,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.024282,           0.0092371,                   0,             0.98665,                   1,               0.995,             0.70725,            0.020763,           0.0055491,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.022071,           0.0086604,                   0,             0.98636,                   1,               0.995,             0.74349,            0.019883,           0.0059062,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.022212,           0.0092186,                   0,             0.98516,                   1,               0.995,             0.74259,            0.020366,           0.0056366,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.022737,            0.009436,                   0,             0.98009,                   1,               0.995,              0.7727,            0.020344,           0.0057649,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.024374,           0.0087961,                   0,             0.97289,                   1,               0.995,             0.67025,             0.02443,           0.0065447,                   0,            0.007096,            0.007096,            0.007096
                  90,             0.02511,           0.0096456,                   0,             0.97971,                   1,               0.995,             0.68033,            0.024742,           0.0065585,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.022964,           0.0096197,                   0,             0.98019,                   1,               0.995,             0.64333,            0.025646,           0.0064217,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.023602,           0.0094611,                   0,             0.98068,                   1,               0.995,             0.63026,            0.026017,           0.0062315,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.023977,           0.0075288,                   0,             0.96573,                   1,               0.995,             0.68766,            0.024881,           0.0064393,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.020368,            0.010553,                   0,             0.98757,                   1,               0.995,             0.71415,            0.021278,           0.0063233,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.022038,           0.0084208,                   0,             0.96944,                   1,               0.995,             0.67917,            0.021877,           0.0067765,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.022504,           0.0081263,                   0,             0.95651,                   1,               0.995,             0.78566,            0.021022,           0.0064282,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.022875,           0.0096217,                   0,             0.96812,                   1,               0.995,             0.77966,            0.020956,           0.0059401,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.023045,           0.0099446,                   0,             0.97278,                   1,               0.995,             0.76155,            0.022446,           0.0065745,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.022265,           0.0084922,                   0,             0.98228,                   1,               0.995,             0.74724,            0.021563,           0.0062014,                   0,            0.006766,            0.006766,            0.006766
                 100,             0.02216,           0.0089568,                   0,             0.98354,                   1,               0.995,               0.722,            0.025952,           0.0063339,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.024393,           0.0087806,                   0,             0.98424,                   1,               0.995,             0.70992,            0.023482,           0.0059411,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.024727,           0.0091057,                   0,             0.98205,                   1,               0.995,              0.6273,            0.027132,           0.0061805,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.025292,           0.0089775,                   0,             0.98456,                   1,               0.995,             0.60079,            0.032815,           0.0058485,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.022421,           0.0082739,                   0,             0.98645,                   1,               0.995,             0.66411,            0.032003,           0.0061863,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.021395,           0.0092343,                   0,             0.98757,                   1,               0.995,              0.6628,            0.029807,           0.0059988,                   0,            0.006568,            0.006568,            0.006568
                 106,            0.022616,           0.0097763,                   0,             0.98768,                   1,               0.995,              0.6269,            0.029455,           0.0061365,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.020431,            0.008304,                   0,             0.98785,                   1,               0.995,              0.6876,            0.028299,           0.0060571,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.019004,           0.0086822,                   0,             0.98741,                   1,               0.995,             0.71476,            0.024692,           0.0065589,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.020397,           0.0088789,                   0,             0.98695,                   1,               0.995,              0.7718,            0.024087,           0.0057651,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.021986,           0.0094074,                   0,             0.98724,                   1,               0.995,              0.7072,            0.022364,           0.0059094,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.022945,            0.009039,                   0,             0.98739,                   1,               0.995,             0.72643,            0.026803,           0.0064101,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.020832,           0.0084342,                   0,             0.98683,                   1,               0.995,             0.77013,             0.02207,           0.0070167,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.021139,           0.0085844,                   0,             0.98454,                   1,               0.995,             0.77686,            0.022685,           0.0067291,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.020871,           0.0088576,                   0,             0.98732,                   1,               0.995,             0.78806,            0.018839,           0.0062335,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.021398,           0.0089568,                   0,             0.98695,                   1,               0.995,             0.82274,            0.019373,           0.0062531,                   0,            0.006238,            0.006238,            0.006238
                 116,            0.019404,           0.0074545,                   0,             0.98578,                   1,               0.995,             0.77329,            0.022948,           0.0061456,                   0,            0.006205,            0.006205,            0.006205
                 117,             0.01971,           0.0092049,                   0,             0.98672,                   1,               0.995,             0.77379,            0.022013,           0.0062255,                   0,            0.006172,            0.006172,            0.006172
                 118,            0.020538,           0.0079797,                   0,             0.98705,                   1,               0.995,             0.70825,            0.025621,           0.0063278,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.020926,           0.0084055,                   0,             0.98797,                   1,               0.995,             0.67779,             0.02575,            0.006704,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.020391,           0.0084783,                   0,             0.98818,                   1,               0.995,             0.62707,            0.027068,           0.0063677,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.019837,           0.0087943,                   0,             0.98765,                   1,               0.995,             0.66771,             0.02632,           0.0063171,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.020355,           0.0085682,                   0,             0.98714,                   1,               0.995,             0.68292,             0.02859,           0.0064141,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.019857,           0.0086001,                   0,             0.98713,                   1,               0.995,             0.79512,            0.020583,           0.0060005,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.020498,           0.0087548,                   0,             0.98627,                   1,               0.995,              0.7395,            0.022639,           0.0063299,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.019922,           0.0081029,                   0,             0.98685,                   1,               0.995,             0.71752,            0.025693,           0.0067499,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.020468,           0.0085582,                   0,             0.98676,                   1,               0.995,             0.73838,            0.023368,           0.0067583,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.020875,           0.0086298,                   0,             0.98633,                   1,               0.995,             0.69692,            0.025801,           0.0067731,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.019423,           0.0078464,                   0,             0.98712,                   1,               0.995,             0.69692,            0.023888,           0.0069522,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.017961,           0.0079605,                   0,             0.98712,                   1,               0.995,             0.65546,            0.025882,           0.0071532,                   0,            0.005776,            0.005776,            0.005776
                 130,             0.02099,           0.0089708,                   0,             0.98498,                   1,               0.995,             0.66281,            0.027987,           0.0073997,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.019029,           0.0072754,                   0,             0.98264,                   1,               0.995,             0.62308,             0.02882,           0.0073552,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.018766,           0.0080719,                   0,             0.98098,                   1,               0.995,               0.695,             0.02642,           0.0073042,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.018958,           0.0081865,                   0,             0.97758,                   1,               0.995,             0.64979,            0.026851,           0.0075945,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.020139,           0.0084156,                   0,             0.98252,                   1,               0.995,              0.7486,            0.023436,           0.0076653,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.018722,           0.0078014,                   0,             0.98328,                   1,               0.995,             0.73314,            0.022271,           0.0074598,                   0,            0.005578,            0.005578,            0.005578
                 136,            0.019905,           0.0083083,                   0,             0.98326,                   1,               0.995,             0.78467,            0.023118,           0.0071558,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.018811,           0.0081071,                   0,              0.9859,                   1,               0.995,             0.72913,            0.023574,           0.0070319,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.018839,            0.007474,                   0,             0.98607,                   1,               0.995,             0.80268,            0.022457,            0.006329,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.018469,           0.0080624,                   0,             0.98731,                   1,               0.995,             0.67879,            0.028753,            0.006634,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.020182,           0.0077512,                   0,             0.98763,                   1,               0.995,             0.68385,            0.026959,           0.0066183,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.020297,           0.0075638,                   0,             0.98766,                   1,               0.995,             0.70597,            0.023936,           0.0066769,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.021012,           0.0072832,                   0,             0.98739,                   1,               0.995,              0.7256,            0.023082,           0.0068293,                   0,            0.005347,            0.005347,            0.005347
                 143,            0.020208,           0.0079489,                   0,             0.98598,                   1,               0.995,              0.7256,            0.022889,           0.0067684,                   0,            0.005314,            0.005314,            0.005314
                 144,             0.01747,           0.0082124,                   0,              0.9848,                   1,               0.995,             0.72304,            0.023088,            0.007109,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.019355,           0.0082764,                   0,             0.98392,                   1,               0.995,             0.70679,            0.024911,           0.0073013,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.019558,           0.0078613,                   0,             0.98371,                   1,               0.995,             0.68469,             0.02727,           0.0073711,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.017613,           0.0074154,                   0,             0.98058,                   1,               0.995,             0.71142,            0.026988,            0.006996,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.017304,            0.007574,                   0,             0.97462,                   1,               0.995,             0.69818,             0.02654,           0.0071006,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.017408,           0.0075938,                   0,             0.97433,                   1,               0.995,             0.67165,            0.028345,           0.0072827,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.019634,           0.0078543,                   0,             0.98052,                   1,               0.995,             0.77788,            0.020084,           0.0070983,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.021096,           0.0083565,                   0,              0.9864,                   1,               0.995,              0.6975,            0.026732,           0.0073202,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.016916,           0.0084154,                   0,             0.98767,                   1,               0.995,             0.66756,            0.029625,           0.0068729,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.018431,           0.0073577,                   0,             0.98811,                   1,               0.995,             0.73679,            0.025664,            0.006593,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.016383,           0.0074189,                   0,             0.98836,                   1,               0.995,             0.79075,            0.022947,           0.0067471,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.017873,           0.0076145,                   0,             0.98817,                   1,               0.995,             0.73775,            0.024216,           0.0064094,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.018324,           0.0074986,                   0,              0.9878,                   1,               0.995,              0.7563,            0.023472,           0.0065341,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.018233,           0.0069859,                   0,             0.98775,                   1,               0.995,             0.76175,            0.024269,           0.0065715,                   0,            0.004852,            0.004852,            0.004852
                 158,             0.01767,           0.0088365,                   0,             0.98608,                   1,               0.995,              0.7288,            0.026563,           0.0063236,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.019051,           0.0079871,                   0,             0.98516,                   1,               0.995,             0.67576,            0.025372,           0.0068184,                   0,            0.004786,            0.004786,            0.004786
                 160,             0.01742,           0.0080909,                   0,             0.98445,                   1,               0.995,             0.72742,             0.02738,           0.0067343,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.017226,           0.0071184,                   0,             0.98692,                   1,               0.995,             0.70285,            0.029231,           0.0069284,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.016495,           0.0069246,                   0,             0.98835,                   1,               0.995,             0.72333,            0.026026,           0.0067379,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.014841,           0.0077224,                   0,             0.98791,                   1,               0.995,             0.74835,            0.023886,             0.00667,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.015412,           0.0079136,                   0,             0.98574,                   1,               0.995,             0.78821,            0.023671,           0.0067908,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.015048,           0.0071737,                   0,             0.98371,                   1,               0.995,              0.7655,            0.024672,           0.0072666,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.016832,           0.0077454,                   0,             0.98262,                   1,               0.995,             0.72588,            0.022243,            0.007199,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.018307,           0.0076104,                   0,             0.98636,                   1,               0.995,             0.76944,            0.022869,           0.0075787,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.016894,           0.0082062,                   0,             0.98762,                   1,               0.995,              0.7736,            0.022815,           0.0074476,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.017449,           0.0071758,                   0,             0.98662,                   1,               0.995,             0.74035,            0.022746,           0.0075418,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.016575,            0.007678,                   0,             0.98625,                   1,               0.995,             0.72589,            0.023321,           0.0074359,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.015491,           0.0083233,                   0,             0.98283,                   1,               0.995,             0.71139,            0.027029,            0.007702,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.014735,           0.0069669,                   0,             0.98455,                   1,               0.995,             0.71078,            0.025761,            0.007466,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.014975,           0.0070343,                   0,             0.98513,                   1,               0.995,                0.74,             0.02651,           0.0075571,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.016092,           0.0064984,                   0,             0.98182,                   1,               0.995,             0.78292,             0.02309,           0.0074284,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.017106,           0.0075627,                   0,             0.98355,                   1,               0.995,             0.71142,            0.023809,           0.0075355,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.015329,           0.0077005,                   0,             0.98796,                   1,               0.995,              0.7486,            0.023051,           0.0075876,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.015098,           0.0064449,                   0,             0.98614,                   1,               0.995,             0.76436,            0.024619,           0.0073418,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.015206,           0.0070937,                   0,               0.987,                   1,               0.995,              0.7095,            0.025441,           0.0075627,                   0,            0.004159,            0.004159,            0.004159
